"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007051","GO:0007051","spindle organization","69/3320","209/18860",0.330143540669856,1.87545396898599,5.88245025000925,4.65154478828051e-08,1.26074389752947e-05,1.11412910916705e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CEP120/CEP192/CEP63/CEP72/CHD3/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/EFHC1/EML1/FBXO5/FSD1/GNAI1/GPSM2/HAUS3/HAUS6/HNRNPU/INTS13/KASH5/KIF11/KIF2A/MAPRE2/MAPRE3/MLH1/MYBL2/NEK6/NTMT1/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/RNF4/SKA1/SKA3/SPAST/SPICE1/STAG1/STAG2/TACC1/TPPP/TUBB/TUBB8/TUBG1/TUBG2/TUBGCP3/TUBGCP4/UHRF1/VPS4B",69
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","135/3320","496/18860",0.272177419354839,1.54616449669646,5.69748940938261,4.74351540048714e-08,1.26074389752947e-05,1.11412910916705e-05,"AATF/ADAR/AFG2B/AGO1/ATM/BOP1/BYSL/C1QBP/CDKN2A/CELF4/CHD7/DDX10/DDX39B/DDX3X/DDX42/DDX51/DDX52/DHX9/DICER1/DKC1/EIF2A/EIF2D/EIF2S2/EIF2S3/EIF3A/EIF3B/EIF3K/EIF4H/EIF5B/ERCC2/ESF1/EXOSC1/EXOSC2/EXOSC5/EXOSC8/FASTKD2/FBL/FTSJ3/GEMIN2/GEMIN4/GTF2H5/GTF3A/HEATR1/HEATR3/HSP90AA1/HTATSF1/KRI1/LSM2/LSM4/LTO1/LUC7L/LYAR/MAK16/MPHOSPH10/MPHOSPH6/MTERF4/MTG1/MYBBP1A/MYG1/NAT10/NOA1/NOB1/NOL7/NOLC1/NOP56/NPM1/POP4/POP7/PPAN/PRKDC/PRPF6/PTBP2/PTGES3/PWP1/PWP2/RAN/RBFA/RBMX2/RIOK2/RNU6ATAC/RPL10L/RPL13A/RPL26L1/RPL5/RPLP0/RPP38/RPP40/RPS15/RPS16/RPS23/RPS5/RPS9/RPSA2/RPUSD1/RRP1/RRP1B/RRP7A/RRP7BP/RRP9/RSRP1/SART1/SCAF11/SF1/SF3A2/SF3B1/SIRT7/SNRPD2/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF5/SRSF6/SRSF9/STRAP/SUV39H1/TAF12-DT/TFB1M/TSR3/TSSC4/TXNL4A/U2AF2/URB2/USP36/USP39/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDC1/YTHDF2/ZRSR2",135
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","48/3320","129/18860",0.372093023255814,2.1137573550014,5.86688834582211,8.94709782206864e-08,2.2789003744294e-05,2.01388184310773e-05,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/EAPP/ELOB/ELOF1/ERCC6/EZH2/GTF2F1/GTF2F2/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/IWS1/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PCID2/POLR2I/PPP1R10/PPP2CA/RBX1/RECQL5/RTF1/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",48
"GO:0006310","GO:0006310","DNA recombination","103/3320","358/18860",0.287709497206704,1.63439792690314,5.60140268203526,1.01538802601796e-07,2.48282680121912e-05,2.19409319979965e-05,"ACTB/ACTR8/ANKRD31/AP5S1/APEX2/APLF/ATM/BCL11B/BRME1/C1QBP/CDC45/CDC7/CHD4/CTBP1-DT/DCAF1/DYRK1A/ENDOG/EPC1/EPC2/ERCC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/GEN1/H1-2/H2AX/HSPD1/HTATSF1/INO80C/INO80E/INTS3/KASH5/KIN/LEF1/LIG3/LIG4/MAJIN/MBTD1/MCM2/MCM4/MCM6/MCMDC2/MEAF6/MLH1/MLH3/MMS22L/MORF4L1/MRGBP/MRNIP/MSH4/MSH5/NABP2/NFKBIZ/NHEJ1/NSMCE2/NSMCE3/NSMCE4A/PALB2/PARP1/PARP3/PAXIP1/PIAS1/PIAS4/PMS2/POLN/PPP4R2/PRDM9/PRKDC/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF126/RNF212/RPA1/RTEL1/SAMHD1/SANBR/SENP3/SFR1/SHLD2/SIRT6/SLX4/SMC5/SMC6/SMCHD1/SPO11/TEX15/TFRC/TOP6BL/UHRF1/XRCC1/XRCC2/YEATS4/YY1/ZCWPW1/ZGRF1",103
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","99/3320","344/18860",0.287790697674419,1.6348592042589,5.49270052019431,1.75983593261303e-07,3.98439890965312e-05,3.52104405698638e-05,"C1QBP/CDC5L/CELF4/CIRBP/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/PTBP2/QKI/RBFOX1/RBM14/RBM17/RBM19/RBM23/RBM42/RBM6/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",99
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","99/3320","344/18860",0.287790697674419,1.6348592042589,5.49270052019431,1.75983593261303e-07,3.98439890965312e-05,3.52104405698638e-05,"C1QBP/CDC5L/CELF4/CIRBP/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/PTBP2/QKI/RBFOX1/RBM14/RBM17/RBM19/RBM23/RBM42/RBM6/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",99
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","62/3320","187/18860",0.331550802139037,1.88344823142839,5.61174237591105,1.84619123850701e-07,4.03063108606906e-05,3.56189978797668e-05,"ABRAXAS1/APC/ATM/BABAM2/BRD4/BRSK1/BUB3/CAMSAP3/CCNB1/CCND1/CDC14B/CDC45/CDC5L/CDC6/CDK1/CDT1/CENPF/CEP63/CHFR/CLOCK/CRY1/DNA2/DTL/ERCC6/FBXO31/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/INTS3/INTS7/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/NSUN2/PABIR1/PLK3/PPP1R10/PRKDC/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TRIAP1/TRIM39/UIMC1/WAC/ZFYVE19/ZWINT",62
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","47/3320","128/18860",0.3671875,2.08589043674699,5.69772892655974,1.92598633677364e-07,4.05984637127492e-05,3.58771756091554e-05,"AGO1/ATM/CAPRIN1/CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/CTIF/DCPS/DHX34/DHX9/EIF4ENIF1/EXOSC2/EXOSC5/EXOSC8/FMR1/GSPT1/HBS1L/HNRNPAB/HNRNPU/LSM1/LSM4/LSM7/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/PNRC1/POLR2G/RNPS1/SKIC2/SKIC3/SMG6/SMG7/SMG9/SYNCRIP/TENT2/TENT4A/TNRC6B/TNRC6C/UPF1/UPF2/YBX1/ZFP36L1",47
"GO:0033119","GO:0033119","negative regulation of RNA splicing","17/3320","27/18860",0.62962962962963,3.57675145024543,6.19294927615457,2.0086612506652e-07,4.09298207510545e-05,3.61699983803992e-05,"C1QBP/CELF4/DYRK1A/HNRNPK/NPM1/PTBP1/PTBP2/PTBP3/RBM42/RNPS1/SAP18/SRSF10/SRSF12/SRSF6/SRSF9/TMBIM6/U2AF2",17
"GO:0140014","GO:0140014","mitotic nuclear division","84/3320","281/18860",0.298932384341637,1.69815203876002,5.44997949208721,2.57452824467941e-07,5.07680359991136e-05,4.48641050991332e-05,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/ANLN/APC/ARHGEF10/ATM/AURKA/BCCIP/BMP7/BROX/BUB3/CCDC86/CCNB1/CDC14A/CDC14B/CDC25C/CDC42/CDK1/CDT1/CENPF/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DAPK3/DMRT1/EML4/FBXO5/FBXW5/GEN1/HASPIN/HNRNPU/IGF2/KIF11/KIF2A/KLHL22/KNL1/L3MBTL1/MAD1L1/MAD2L1/MIS12/MYBL2/NCAPD3/NCAPH/NDEL1/NEUROG1/NFIB/NSMCE2/NUMA1/NUP62/PKMYT1/PPP2R2D/RAD21/RAN/RANBP1/RCC1/RHOA/RMDN1/SEH1L/SKA1/SKA3/SMARCA5/SMC4/SPAST/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UBE2I/UBE2S/UHRF1/VPS4B/WAPL/ZWINT",84
"GO:0007052","GO:0007052","mitotic spindle organization","49/3320","137/18860",0.357664233576642,2.03179139917334,5.60231253628451,2.71149686814193e-07,5.17980636092239e-05,4.57743484450803e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/MYBL2/NEK6/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",49
"GO:0051321","GO:0051321","meiotic cell cycle","88/3320","299/18860",0.294314381270903,1.67191844300278,5.41320327077958,2.88047880280597e-07,5.33586876410693e-05,4.71534839425844e-05,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC2/ANAPC7/ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/BUB3/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FAM9A/FANCA/FBXO5/FIGNL1/FZR1/H2AX/HORMAD1/HSF1/ING2/KASH5/KCTD19/KNL1/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MOV10L1/MSH4/MSH5/NCAPD3/NCAPH/NSUN2/NUMA1/PKMYT1/PPP2CA/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RBBP8/RMI1/RNF212/RPA1/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIN1/SPIRE2/SPO11/STAG2/STAG3/SYCE1/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/TUBGCP3/TUBGCP4/UBB/XRCC2/YTHDF2/ZCWPW1/ZNF541/ZWINT",88
"GO:0010948","GO:0010948","negative regulation of cell cycle process","92/3320","318/18860",0.289308176100629,1.64347957869213,5.34900378610088,3.65994825000558e-07,6.17494945982435e-05,5.45685047875857e-05,"ABRAXAS1/APBB2/APC/ATM/BABAM2/BMP7/BRD4/BRSK1/BUB3/CACNB4/CAMSAP3/CCNB1/CCND1/CCNF/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDT1/CENPF/CEP63/CHFR/CHMP2A/CLOCK/CRY1/DACT1/DMRT1/DNA2/DTL/ERCC6/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MDM1/MRNIP/NABP2/NAE1/NPM1/NSUN2/NUBP1/PABIR1/PKD2/PKMYT1/PLK3/PPP1R10/PRKDC/PRMT2/RAD21/RAD9A/RBBP8/RBL2/RBM14/SETMAR/SKA1/SKA3/SMARCA5/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TPRA1/TRIAP1/TRIM37/TRIM39/UIMC1/WAC/WAPL/ZFP36L1/ZFYVE19/ZNHIT1/ZWINT",92
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","57/3320","170/18860",0.335294117647059,1.90471296952516,5.47688334889427,3.72683625317678e-07,6.17494945982435e-05,5.45685047875857e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CDK1/CENPA/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/DYNLT1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/MAD2L1/MYBL2/NDEL1/NEK6/NUMA1/NUP62/PAFAH1B1/PARP3/PAX6/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPDL1/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",57
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","89/3320","305/18860",0.291803278688525,1.65765356507999,5.35204164320267,3.74139823893702e-07,6.17494945982435e-05,5.45685047875857e-05,"ALKBH4/ARID1B/ARID4A/ATAD2/BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/CTCFL/CTR9/DNMT1/DPY30/DYRK1A/EED/EGR1/EHMT1/EHMT2/EPC1/EZH1/EZH2/GLMN/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/H3C12/HDAC4/HDAC5/HDAC7/HMGA2/HNRNPK/HNRNPU/IGF2/ING2/JARID2/KAT7/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/MORC1/MOV10L1/NDN/OGG1/PARTICL/PCGF3/PCID2/PPM1D/PRMT3/RBM14/SIRT6/SIRT7/SMARCA4/SMARCA5/SMARCB1/SMCHD1/SPEN/SPIN1/SPTY2D1/STPG4/SUV39H1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/USP21/WDR5/YTHDC1/ZCWPW1/ZNF445/ZNHIT1",89
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","40/3320","104/18860",0.384615384615385,2.18489341983318,5.6005246126836,3.75897288011627e-07,6.17494945982435e-05,5.45685047875857e-05,"BRD4/CCNK/CCNT2/CDC73/EAPP/ERCC6/EZH2/GTF2F1/HMGN1/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/KAT7/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SETD5/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",40
"GO:0016236","GO:0016236","macroautophagy","111/3320","403/18860",0.275434243176179,1.56466561033215,5.29622187407111,3.83850939756789e-07,6.17494945982435e-05,5.45685047875857e-05,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG13/ATG16L2/ATG4B/ATG7/ATG9A/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/CAPNS1/CDC37/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CSNK2A2/CTSD/DNM1L/EHMT2/EIF2AK1/EIF2S1/ELP6/EMC6/EPHB2/EXOC7/EXOC8/FBXO7/FEZ1/FUNDC1/GAA/HGS/IRGQ/LRBA/LYPLA1/MAP1LC3B/MFSD8/MOAP1/NOD2/NRBP2/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/PRKN/RAB1B/RAB33A/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RETREG3/RIPK2/RNF41/RNF5/RUBCN/SLC25A4/SMURF1/SNX14/SNX32/SNX4/SNX6/SPART/SPATA33/SREBF1/SREBF2/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBC1D5/TBK1/TEX264/TIGAR/TOMM7/TRIM32/UBE3C/UBQLN1/ULK3/USP36/VPS13C/VPS26B/VPS28/VPS35/VPS37C/VPS4B/VTA1/VTI1B/WAC/WDR45B/WIPI2/ZNRF1",111
"GO:0032886","GO:0032886","regulation of microtubule-based process","82/3320","276/18860",0.297101449275362,1.68775100401606,5.32009075044141,4.71359921007899e-07,7.38826460800329e-05,6.52906643620118e-05,"APC/APC2/AURKA/BBOF1/CAMSAP1/CAMSAP3/CCDC88C/CCNF/CDK11A/CDK11B/CDK2AP2/CDK5R1/CEP120/CEP295/CFAP206/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CHORDC1/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DNAAF1/DYNC1H1/DYNLT2B/DYRK1A/EML2/FBXW5/FEZ1/FKBP4/FNTB/FSD1/GBA2/GEN1/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MDM1/MECP2/NAT10/NPM1/NUBP1/NUMA1/NUP62/ODAD2/PAFAH1B1/PARP3/PDCD6IP/PKD1/PLK4/POC1A/PPP2CA/RAC1/RAE1/RBM14/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/SPICE1/TAOK1/TPPP/TRAF3IP1/TRIM37/TTBK2/TTLL6/VPS4B",82
"GO:0140694","GO:0140694","membraneless organelle assembly","120/3320","446/18860",0.269058295964126,1.52844562104922,5.22031282035756,5.03465741502628e-07,7.69421519451391e-05,6.79943732997759e-05,"ABRAXAS1/ACTA1/ACTG1/AKAP13/ALKBH5/ANLN/ARHGEF10/ARHGEF5/ATXN2/ATXN2L/AURKA/BCCIP/BOP1/C1QBP/C2CD3/CAPRIN1/CDS2/CENPA/CENPF/CENPT/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CIRBP/CLASP1/CNOT1/CNOT6L/CNTROB/DAZAP2/DDX3X/DEUP1/DYNC1H1/EIF2A/EIF2S1/EIF4ENIF1/EIF5B/FASTKD2/FBXO5/FITM2/FMR1/FUS/G3BP2/GPSM2/HAUS3/HAUS6/HDAC7/HNRNPU/HSF1/KASH5/KIF11/KIF2A/LCP1/LIAT1/LSM14B/LSM4/MAPRE2/MAPRE3/MAPT/MDM1/MEF2A/MIS12/MLH1/MTERF4/MTG1/MYBL2/NEK6/NOA1/NPM1/NUMA1/NUP62/PAN2/PAN3/PATL1/PLK4/PLS1/PRKDC/PSPC1/PUM2/PWP2/QKI/RBM14/RCC1/RHOA/RNF4/RPL10L/RPL5/RPS15/RPS23/RPSA2/RRP7A/RRP7BP/SIX4/SKA1/SKA3/SMAD4/SPICE1/STAG1/STAG2/TIA1/TMOD3/TRIM37/TUBB/TUBB8/TUBGCP3/TUBGCP4/UHRF1/USP10/VPS4B/WNK3/YTHDF1/YTHDF2",120
"GO:0043484","GO:0043484","regulation of RNA splicing","62/3320","192/18860",0.322916666666667,1.83440010040161,5.37129408017615,5.24652383671581e-07,7.82243907654726e-05,6.91274976380631e-05,"AKAP17A/ATXN7L3/C1QBP/CDK11A/CDK11B/CELF4/CIRBP/CLK1/DAZAP1/DYRK1A/FMR1/FUS/HNRNPA1/HNRNPF/HNRNPH1/HNRNPH2/HNRNPH3/HNRNPK/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/LARP7/MBNL1/NCL/NOVA1/NPM1/PTBP1/PTBP2/PTBP3/QKI/RBFOX1/RBM12/RBM12B/RBM14/RBM19/RBM23/RBM42/RNPS1/RRP1B/SAP18/SNRNP70/SNW1/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/SUPT3H/TADA2B/TAF12/TIA1/TMBIM6/TRA2A/U2AF2/UPF1/YTHDC1/ZNF638",62
"GO:0006260","GO:0006260","DNA replication","85/3320","290/18860",0.293103448275862,1.6650394682177,5.27525347417173,5.52205631397685e-07,8.03722148746202e-05,7.10255463742587e-05,"ACTR8/ADRA2A/ASCC1/ATM/BOD1L1/CAMSAP3/CCNE2/CDC34/CDC45/CDC6/CDC7/CDK1/CDT1/CHRAC1/CHTF18/CHTF8/DDX11/DHX9/DNA2/DNAJA3/DTL/DYNLL1/EHMT2/ENDOG/ESCO1/FBXO5/FZR1/GEN1/GMNN/ING5/INO80C/INO80E/KAT7/KCTD13/KIN/LIG3/LRWD1/MCM2/MCM4/MCM6/MEAF6/MMS22L/NFIB/NFIC/NFIX/ORC6/PARP1/PCNA/POLA1/POLA2/POLD3/POLE/POLG2/POLH/POLN/POLRMT/PRIM1/PRKDC/RBBP7/RBBP8/RECQL4/RECQL5/REV1/REV3L/RFC3/RMI1/RNF126/RPA1/RTEL1/SAMHD1/SENP2/SET/SETMAR/SLX4/SMARCA5/TOP1/TOP1MT/TWNK/UPF1/USP37/WAPL/WDHD1/WDR18/WRNIP1/YY1",85
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","56/3320","168/18860",0.333333333333333,1.89357429718875,5.37725073727094,5.82978992896966e-07,8.28779205483524e-05,7.32398578102137e-05,"APC/APC2/BBOF1/CAMSAP1/CAMSAP3/CCDC88C/CDK2AP2/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DYNC1H1/DYRK1A/EML2/FKBP4/FSD1/GBA2/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MECP2/NUMA1/NUP62/PAFAH1B1/PARP3/PKD1/PPP2CA/RAC1/RAE1/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/TAOK1/TPPP/TRAF3IP1/TTBK2/VPS4B",56
"GO:0051298","GO:0051298","centrosome duplication","33/3320","80/18860",0.4125,2.34329819277108,5.56509387788859,5.97631442846352e-07,8.30300229572671e-05,7.33742718824756e-05,"ARHGEF10/BRSK1/C2CD3/CCNF/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/CNTROB/DEUP1/FBXW5/GEN1/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PKD2/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",33
"GO:1903046","GO:1903046","meiotic cell cycle process","70/3320","227/18860",0.308370044052863,1.7517647683244,5.26691573304659,7.09171108891749e-07,9.63369553034503e-05,8.51337106627475e-05,"ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FANCA/FBXO5/FIGNL1/FZR1/HORMAD1/HSF1/ING2/KASH5/KCTD19/KNL1/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MOV10L1/MSH4/MSH5/NCAPD3/NCAPH/NSUN2/PKMYT1/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIRE2/SPO11/STAG3/SYCE1/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/UBB/YTHDF2/ZCWPW1/ZNF541/ZWINT",70
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","83/3320","283/18860",0.293286219081272,1.6660777385159,5.21835008165905,7.26048698759521e-07,9.64855585981946e-05,8.52650325408206e-05,"ABRAXAS1/ACD/ACTB/ACTR8/AKT1/ANKRD31/ARID1B/ATM/BABAM2/BCL7A/BCL7B/CCT3/CCT5/CDC7/CDK1/CDT1/CHTF18/CHTF8/DDX11/DHX9/DKC1/DNA2/DPF2/ENDOG/EPC1/EPC2/ERCC2/ERCC6/FUS/H2AX/HNRNPA1/HSF1/HSP90AA1/INO80C/INO80E/KAT7/KCTD13/MAP2K7/MBTD1/MEAF6/MLH1/MORF4L1/MRGBP/MRNIP/NABP2/PARN/PARP1/PARP3/PAXIP1/PCNA/PIAS4/PKIB/PML/PMS2/POLG2/PPP1R10/PRDM9/PRKDC/PTGES3/RAD51AP1/RFC3/RNF126/RTEL1/SETMAR/SHLD2/SIRT6/SLX4/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TFRC/TIGAR/TNKS2/TRIM28/UIMC1/USP1/YEATS4/YY1/ZCWPW1",83
